Id,SalePrice
1461,115987.59425933704
1462,159900.2487315056
1463,197878.52249188037
1464,195841.38255605553
1465,187640.0055939036
1466,169469.16254339303
1467,169730.60658048486
1468,161175.88465203694
1469,198956.0037667188
1470,123014.99339565553
1471,184427.6224969595
1472,90744.61128305376
1473,96760.87073818217
1474,142033.83261547005
1475,106727.83233751658
1476,353594.34669493244
1477,248450.67160318687
1478,299199.67928371124
1479,300217.0312923722
1480,445618.0037509276
1481,306563.72837651306
1482,218223.2929743879
1483,176068.90629703496
1484,162896.48370962348
1485,181681.75759424394
1486,196073.44417621367
1487,318182.2179405289
1488,241125.86981870007
1489,197378.47712323937
1490,241658.7715005951
1491,195895.16991966462
1492,87738.9553976937
1493,182815.5249468762
1494,278168.3057262069
1495,282456.6644283593
1496,240904.52493814455
1497,182271.32646089676
1498,167434.3505922223
1499,156984.43500245782
1500,155448.74253829452
1501,189219.50846172322
1502,145804.42389317325
1503,281765.1521785431
1504,237312.80288361528
1505,219695.19384680796
1506,195684.49302824185
1507,257792.65921142104
1508,207463.62749621994
1509,156817.27701213787
1510,149125.977755315
1511,155836.06872435423
1512,182695.2940387378
1513,151540.78104576145
1514,166554.51522727142
1515,219665.40182490548
1516,151245.0113318756
1517,183135.28797848965
1518,127624.68908908285
1519,221517.85771352888
1520,135515.70518263875
1521,141406.90645773144
1522,178566.02583394386
1523,121667.76474254491
1524,124624.62910523723
1525,119376.55326075903
1526,106055.42690311174
1527,113710.80236628433
1528,125946.14582912909
1529,149548.87950419672
1530,186390.72736625376
1531,123233.02675447066
1532,90366.9384349374
1533,153195.02109172987
1534,123727.98478665465
1535,162863.88052934987
1536,96547.5267966859
1537,95028.30922464681
1538,153889.33673390525
1539,195137.02729894427
1540,121479.81339971637
1541,148024.38879097303
1542,151442.1626548682
1543,203020.89903845105
1544,82258.09458808257
1545,114968.07476092613
1546,128721.86905936347
1547,126152.58927155063
1548,136348.17695157294
1549,118356.95478833535
1550,142789.5234193431
1551,102459.05012986578
1552,151430.1650635704
1553,146099.17793141105
1554,116215.61381648079
1555,171403.62573129375
1556,73881.51407392696
1557,115135.6554654785
1558,102010.66149979123
1559,115170.88834419052
1560,125909.94992040258
1561,151554.50513000513
1562,137516.27135887241
1563,127337.27624344925
1564,166773.41340234017
1565,156276.94864454807
1566,237857.57390629489
1567,82738.94821735787
1568,225549.40633569434
1569,148674.89096143187
1570,135726.59523622872
1571,120089.30032639952
1572,148051.5929157268
1573,257319.7025159436
1574,134259.95783171334
1575,225683.53372306726
1576,237488.4789798944
1577,182836.94907997304
1578,145247.898713687
1579,154223.0491283759
1580,192619.71474217612
1581,152578.27702715932
1582,123830.03357295066
1583,284643.2495528527
1584,216453.01147249364
1585,138832.58886127948
1586,69277.62749732751
1587,98118.43467203063
1588,155847.3900403835
1589,100555.27546853595
1590,127996.00320244256
1591,98105.80920622624
1592,120197.42974570436
1593,106758.29746364287
1594,148664.35984152672
1595,130128.13434850608
1596,228538.99014247785
1597,196814.5383147344
1598,209599.9332097595
1599,184539.8626174529
1600,169516.02067918904
1601,78789.47262631952
1602,118461.17766535537
1603,89538.50285564466
1604,264425.25761016685
1605,237829.18002998963
1606,158927.6480862006
1607,172144.00882806274
1608,201059.77290357123
1609,180022.645840243
1610,153717.75760992727
1611,139207.31356198093
1612,193193.5668708102
1613,170784.66758487865
1614,128110.19215492171
1615,95575.11288405354
1616,74932.34705080901
1617,89396.02640451858
1618,126706.4742767642
1619,134640.2369994667
1620,181333.49861049518
1621,143786.61898503985
1622,139499.3523227218
1623,257044.27374580223
1624,216474.1226197367
1625,117629.71325176569
1626,176978.66795660811
1627,189218.76227869897
1628,282282.5440224067
1629,177142.3443392404
1630,340925.8848870641
1631,219755.91231057083
1632,235666.39763673363
1633,169003.9576791965
1634,188404.77182147844
1635,175001.92535648448
1636,150147.56556585437
1637,204360.69511483735
1638,186819.66418068478
1639,184461.55192742648
1640,252995.68537152105
1641,184251.27123291767
1642,251845.23120565532
1643,220539.45659697306
1644,233578.99224595702
1645,204208.4068229929
1646,156895.63421862834
1647,154748.6665944793
1648,133117.85388769337
1649,140462.69304523326
1650,117549.27108992284
1651,128719.93833365933
1652,93990.09806117517
1653,92561.30443478211
1654,142900.12934662544
1655,129265.39626987807
1656,141702.1277496455
1657,147011.4824831458
1658,145917.5800866708
1659,116856.95762190648
1660,167684.38866118644
1661,409654.02407270926
1662,368493.7644732142
1663,368774.55435192655
1664,422254.56234590855
1665,315680.03828209837
1666,325078.7268387448
1667,362832.4500998306
1668,346184.80367125873
1669,300796.5338121373
1670,343730.3140409733
1671,256027.96109746106
1672,391675.16938269837
1673,279037.1056549812
1674,242869.43611933885
1675,202489.97776332477
1676,204074.02755450044
1677,217815.27868819726
1678,421875.01932819607
1679,364939.0044255536
1680,336173.63953929837
1681,279010.4451547286
1682,306656.24053349416
1683,190706.48325387406
1684,172505.39427356402
1685,175071.54621008312
1686,172012.83129516002
1687,170972.8795751578
1688,193525.64181476334
1689,193452.31196451886
1690,194229.03182847155
1691,181730.66693131317
1692,265427.3172826831
1693,169102.16981216084
1694,183518.2743456273
1695,162178.03076772622
1696,256086.18491801343
1697,165389.47321778547
1698,327610.9639899654
1699,288789.10268825013
1700,253148.85910749584
1701,273812.74926582875
1702,246643.34841457324
1703,234934.04588013375
1704,274834.3717318023
1705,251374.12706050774
1706,407815.1066730324
1707,221928.0578422232
1708,197419.05427538033
1709,249510.98178440979
1710,227554.14084714768
1711,274236.47194074176
1712,255000.24338605712
1713,266647.9276178712
1714,219787.75363459394
1715,209777.33540024195
1716,176668.46162732126
1717,169429.71049929038
1718,141290.98135467464
1719,213274.98178995878
1720,238012.36346263724
1721,156400.4711191296
1722,132724.71987083665
1723,163168.85358051804
1724,206184.47980996157
1725,239505.23691768103
1726,186484.55358287203
1727,151339.23033926988
1728,164101.91387877785
1729,168194.96175428358
1730,161306.04966871603
1731,121306.63561202562
1732,130326.54457725407
1733,120457.85209134362
1734,126992.77205651929
1735,123193.97914591046
1736,102450.76270655748
1737,283686.8387380891
1738,241911.06330324142
1739,255799.57783006784
1740,218196.9511530879
1741,198168.52527155585
1742,179963.53843825305
1743,177861.18663929077
1744,318602.2564560551
1745,220103.1162682745
1746,205661.93526606425
1747,221490.25687675542
1748,224736.17311761898
1749,149621.38658856959
1750,132767.37397703162
1751,245644.40058496146
1752,115403.26072825461
1753,160950.62288881314
1754,197716.6546274451
1755,182672.50587823015
1756,133640.674175104
1757,121277.16597370786
1758,160801.92267594268
1759,167840.52422878463
1760,164883.31568238014
1761,159857.64453300223
1762,193071.93368535873
1763,188562.84000638447
1764,109044.95721167253
1765,188712.2502681379
1766,181980.26807634093
1767,216772.2732493029
1768,146371.8340345824
1769,168093.11641508515
1770,142300.5476487077
1771,129417.18620667492
1772,131045.35477259484
1773,128026.23148714118
1774,162717.12247000483
1775,136346.66122361278
1776,121302.48140201354
1777,103081.2337218583
1778,152979.5607056845
1779,123763.05448778416
1780,171380.8434788915
1781,128921.66230995659
1782,89103.15994743723
1783,151704.94451096986
1784,112488.234705529
1785,136602.79389703914
1786,144681.87569600917
1787,154027.25281686484
1788,72920.9157684969
1789,107135.4732148112
1790,79380.31442399409
1791,193507.02850524988
1792,158078.154153432
1793,126295.57148286203
1794,157553.1498316052
1795,132468.25159751732
1796,135544.96739749945
1797,115268.3135618827
1798,126381.45054877638
1799,105538.69205516683
1800,134448.91685668207
1801,133554.2859147812
1802,123819.77393689466
1803,160797.0024362522
1804,138333.23423042212
1805,132965.44466143727
1806,119963.62324744518
1807,129739.76275389473
1808,121040.17408718103
1809,127983.88492562516
1810,142305.35301633072
1811,91112.95550004422
1812,110591.85018978153
1813,134144.60237438482
1814,95825.80195732534
1815,67541.39276852572
1816,102395.5141556682
1817,128898.75236443874
1818,172341.78295677152
1819,145759.2836627967
1820,57837.3784538288
1821,106314.85423692218
1822,152522.4104953743
1823,44943.87341106776
1824,133175.5164099647
1825,144847.9616254156
1826,107506.0331637726
1827,104107.28438756966
1828,134694.0657981488
1829,135372.69714823208
1830,141527.7101142967
1831,150143.4613193877
1832,99987.56169064992
1833,141225.68088565156
1834,121288.44536383863
1835,118705.81437401747
1836,132314.4465329827
1837,78976.97123813897
1838,105012.83355445194
1839,101685.05403736752
1840,143456.82024021944
1841,135225.1579119849
1842,83127.35999452462
1843,144529.08630339365
1844,146461.51276584127
1845,151379.8018388146
1846,158667.3361950596
1847,185319.1159823949
1848,73524.42922624428
1849,111617.82998820624
1850,113536.357380712
1851,155338.03820622375
1852,117064.05593658923
1853,128373.35289881742
1854,161427.93025670043
1855,150407.30529486976
1856,219228.8198322489
1857,159530.88410487893
1858,151560.48087924157
1859,115004.00645089266
1860,149924.29324977254
1861,113884.6074793492
1862,285759.1284248347
1863,274343.16949231183
1864,274390.81029747735
1865,350199.25622252095
1866,335480.2962772831
1867,217456.59807578797
1868,291792.629334583
1869,202278.00068512454
1870,218882.71808705325
1871,258630.65612415137
1872,174404.27474580836
1873,240022.31762001617
1874,149569.20146982052
1875,199777.3152610768
1876,201502.89195342318
